volatility,predicted_vol
0.3761,0.1900
0.5061,0.3000
0.3496,0.5300
0.1984,0.2800
0.2050,0.2350
0.3510,0.3000
0.1249,0.1550
0.5021,0.4550
0.3287,0.3750
0.3831,0.5050
0.2209,0.1650
0.1420,0.2300
0.3988,0.1900
0.4506,0.4600
0.2401,0.1950
0.2962,0.1950
0.5206,0.2300
0.5177,0.4650
0.5191,0.2450
0.1732,0.2100
0.2739,0.1650
0.4838,0.2050
0.2624,0.1850
0.4877,0.2150
0.2315,0.2050
0.1327,0.1800
0.3963,0.4150
0.5060,0.3000
0.3088,0.1750
0.2422,0.2150
0.1805,0.3700
0.3680,0.2100
0.3590,0.2050
0.2573,0.2350
0.2537,0.1650
0.1331,0.1500
0.5302,0.2000
0.2729,0.1900
0.2458,0.2200
0.4489,0.3200
0.1506,0.2200
0.1939,0.1650
0.0979,0.2050
0.5422,0.2600
0.5077,0.4950
0.1140,0.2000
0.3839,0.5000
0.1297,0.2100
0.2554,0.2300
0.0688,0.2250
0.4333,0.2550
0.4625,0.3000
0.2214,0.1550
0.1012,0.2300
0.3418,0.2200
0.1242,0.1900
0.0824,0.2150
0.1393,0.4250
0.3455,0.1950
0.2883,0.5250
0.3820,0.3000
0.0518,0.1750
0.1388,0.2300
0.5397,0.2300
0.2493,0.2250
0.1532,0.1500
0.0645,0.1500
0.2312,0.2150
0.3603,0.2300
0.0989,0.2200
0.1505,0.1700
0.1497,0.1950
0.1769,0.2350
0.3652,0.3000
0.3898,0.5250
0.5133,0.5200
0.3107,0.1800
0.1972,0.1950
0.1543,0.2600
0.5274,0.3000
0.3153,0.2100
0.2862,0.2250
0.0588,0.1400
0.1086,0.3200
0.1522,0.1650
0.5298,0.4950
0.3025,0.1450
0.5085,0.2350
0.5165,0.4950
0.1678,0.1650
0.1830,0.2400
0.2362,0.1750
0.1769,0.1550
0.4460,0.5350
0.1457,0.1950
0.1260,0.2150
0.3708,0.1650
0.3629,0.2100
0.0865,0.2350
0.3213,0.1800
0.5339,0.2050
0.4450,0.2900
0.4323,0.2400
0.2294,0.2250
0.2475,0.4950
0.4662,0.3000
0.0882,0.1850
0.4238,0.3000
0.2790,0.5250
0.3765,0.2000
0.2844,0.5000
0.3467,0.2100
0.1830,0.1950
0.4885,0.2150
0.5195,0.2600
0.4308,0.2300
0.3073,0.1750
0.5319,0.2800
0.4390,0.3000
0.5079,0.3000
0.1364,0.1800
0.3796,0.2200
0.3509,0.5100
0.4046,0.4950
0.5287,0.2300
0.5331,0.1800
0.2201,0.1700
0.3764,0.2350
0.2244,0.2800
0.4836,0.3000
0.3549,0.1700
0.3945,0.2400
0.3261,0.1450
0.1906,0.2000
0.2097,0.3550
0.1529,0.1500
0.4514,0.2000
0.1266,0.1850
0.5001,0.1900
0.1629,0.1800
0.0884,0.1400
0.4689,0.1450
0.2776,0.2050
0.2698,0.1700
0.2230,0.2000
0.4442,0.3000
0.4068,0.2100
0.3100,0.1500
0.2481,0.2350
0.1449,0.1700
0.4151,0.1900
0.4322,0.4450
0.4721,0.3000
0.2569,0.1750
0.1113,0.1650
0.0997,0.1350
0.5327,0.4550
0.3652,0.2250
0.2272,0.2100
0.4712,0.5250
0.3053,0.2000
0.2597,0.2600
0.4741,0.4800
0.2847,0.2750
0.3116,0.2550
0.0508,0.1850
0.4362,0.3000
0.4380,0.3800
0.2032,0.2150
0.1213,0.2300
0.5013,0.2700
0.0685,0.1950
0.4241,0.2150
0.3782,0.1700
0.4234,0.2250
0.3452,0.2150
0.2599,0.2350
0.5238,0.4750
0.3907,0.2300
0.0964,0.1450
0.2752,0.1500
0.4082,0.2300
0.3736,0.3000
0.5231,0.1900
0.5211,0.3000
0.2042,0.2250
0.2581,0.1650
0.4836,0.2000
0.2929,0.5350
0.3455,0.3000
0.2242,0.2000
0.4051,0.4700
0.3111,0.4900
0.3755,0.2050
0.3325,0.2450
0.4678,0.1900
0.2585,0.2400
0.3095,0.1800
0.5069,0.5050
0.2118,0.1800
0.4145,0.3000
0.4091,0.1950
0.3410,0.1950
0.2179,0.2200
0.4815,0.3000
0.5023,0.4300
0.2204,0.2100
0.3262,0.5100
0.3635,0.1900
0.3921,0.2300
0.2987,0.2550
0.4292,0.1900
0.1044,0.1450
0.2625,0.2350
0.1452,0.2150
0.2395,0.1650
0.2333,0.1400
0.2150,0.3500
0.1506,0.1350
0.5474,0.3000
0.4228,0.1950
0.3073,0.1750
0.4406,0.1600
0.4457,0.2350
0.0533,0.2300
0.1827,0.2100
0.1167,0.1750
0.1831,0.1550
0.2351,0.2600
0.1948,0.4800
0.5115,0.2250
0.3646,0.1600
0.4318,0.2800
0.4553,0.3000
0.3212,0.3350
0.4682,0.2250
0.5163,0.3000
0.3170,0.4350
0.5224,0.4700
0.1737,0.1950
0.0767,0.1400
0.2154,0.3700
0.3693,0.1800
0.2529,0.1900
0.1708,0.4900
0.4811,0.3000
0.0913,0.2050
0.4622,0.4000
0.1014,0.1550
0.0842,0.2150
0.2940,0.2100
0.2145,0.2050
0.0965,0.1950
0.2949,0.2150
0.0522,0.2300
0.3000,0.2300
0.3609,0.2400
0.1355,0.2200
0.0947,0.1450
0.2377,0.2200
0.4436,0.4900
0.0582,0.1750
0.2189,0.2350
0.1681,0.1650
0.1080,0.1900
0.2391,0.1900
0.3302,0.1700
0.4288,0.2250
0.4820,0.3000
0.5185,0.1950
0.3872,0.2200
0.3684,0.2200
0.1090,0.1650
0.5452,0.3000
0.4991,0.1650
0.3828,0.2000
0.3628,0.3000
0.3209,0.2200
0.3003,0.2200
0.2500,0.1750
0.3571,0.4850
0.2731,0.2050
0.1473,0.2250
0.4339,0.3000
0.3091,0.3000
0.3813,0.1750
0.0830,0.2150
0.1689,0.2000
0.0587,0.1800
0.4044,0.1550
0.2524,0.2150
0.4769,0.3050
0.0891,0.2350
0.1012,0.2000
0.5482,0.4200
0.4519,0.5100
0.3629,0.1450
0.1336,0.1400
0.3704,0.3000
0.1406,0.2150
0.3477,0.2400
0.3885,0.3000
0.3896,0.1850
0.2058,0.1400
0.1612,0.1750
0.1281,0.2000
0.2263,0.2100
0.2064,0.2050
0.0895,0.1650
0.1107,0.2050
0.2852,0.4400
0.3581,0.2050
0.4844,0.4850
0.3491,0.2000
0.0655,0.2200
0.4384,0.3000
0.4842,0.2100
0.3773,0.2300
0.1261,0.1500
0.4945,0.4800
0.4737,0.1850
0.0655,0.2200
0.0953,0.2550
0.3352,0.1650
0.0956,0.1550
0.5322,0.4800
0.5084,0.1950
0.5446,0.3000
0.1530,0.1800
0.3283,0.2200
0.5493,0.3800
0.0952,0.1850
0.4179,0.1850
0.0890,0.1350
0.0551,0.1600
0.3778,0.2200
0.1795,0.2300
0.4490,0.2100
0.1932,0.1600
0.4226,0.2300
0.1076,0.1850
0.4877,0.2500
0.2631,0.1650
0.5049,0.1750
0.0585,0.1750
0.1760,0.4950
0.3536,0.2200
0.0719,0.2050
0.1917,0.1800
0.3645,0.4700
0.3719,0.2050
0.3229,0.3000
0.3293,0.3000
0.0721,0.2050
0.4137,0.2100
0.0815,0.2300
0.2639,0.1950
0.4679,0.1650
0.4229,0.3000
0.5457,0.2800
0.1227,0.1450
0.3654,0.4800
0.2671,0.1850
0.3887,0.2200
0.3384,0.1700
0.0646,0.2550
0.3859,0.2300
0.1187,0.1950
0.2110,0.1850
0.1224,0.2100
0.5304,0.2000
0.2216,0.2100
0.3420,0.4850
0.4078,0.2300
0.1538,0.1950
0.1224,0.2100
0.2751,0.2300
0.1215,0.1550
0.2725,0.3000
0.5455,0.2300
0.2095,0.1600
0.0910,0.1600
0.5047,0.3000
0.4114,0.3000
0.2338,0.3450
0.5213,0.4150
0.1986,0.1450
0.3416,0.1850
0.3677,0.2000
0.1256,0.1950
0.5269,0.2200
0.1633,0.1650
0.5342,0.2000
0.4336,0.3550
0.0572,0.2050
0.1473,0.1850
0.2925,0.2200
0.3031,0.3650
0.3514,0.2400
0.3132,0.1800
0.4857,0.2350
0.0591,0.1450
0.1516,0.1950
0.2484,0.4800
0.4667,0.1950
0.5021,0.2400
0.3653,0.3000
0.2894,0.3000
0.5474,0.2400
0.3407,0.1650
0.4565,0.2500
0.5272,0.3000
0.2667,0.1500
0.1032,0.1650
0.4829,0.3000
0.3334,0.2200
0.3354,0.2700
0.0516,0.1950
0.0583,0.2300
0.1393,0.2000
0.4429,0.1700
0.2557,0.2550
0.5074,0.2200
0.1566,0.1400
0.4442,0.5350
0.3130,0.1500
0.4908,0.5350
0.3320,0.2050
0.5321,0.1800
0.2329,0.2050
0.2433,0.2000
0.0641,0.2300
0.1254,0.2100
0.3167,0.2300
0.1855,0.2200
0.1998,0.1900
0.1371,0.2000
0.2922,0.2150
0.1311,0.2600
0.1319,0.1850
0.2611,0.3000
0.4817,0.4800
0.5484,0.2350
0.2283,0.2000
0.1325,0.2250
0.1090,0.2100
0.2611,0.4950
0.4616,0.2150
0.3282,0.1900
0.0666,0.2200
0.0510,0.1400
0.3810,0.2100
0.0773,0.3150
0.0940,0.2200
0.2602,0.1950
0.0907,0.1500
0.4145,0.1650
0.4763,0.1850
0.4318,0.2250
0.4895,0.2500
0.1716,0.1700
0.4907,0.2050
0.1695,0.1600
0.4903,0.3000
0.1152,0.1350
0.1718,0.1550
0.4215,0.4700
0.1613,0.1550
0.5022,0.2100
0.4986,0.2200
0.2029,0.1600
0.2976,0.3000
0.0709,0.1450
0.3102,0.5350
0.1856,0.1950
0.1619,0.2850
0.4443,0.2100
0.1584,0.1850
0.2633,0.2100
0.3282,0.1700
0.0839,0.1800
0.0958,0.2050
0.2589,0.1950
0.3689,0.4500
0.3392,0.4650
0.2428,0.2300
0.3222,0.1750
0.4010,0.2300
0.3209,0.1750
0.2981,0.2650
0.4763,0.5300
0.2578,0.5000
0.0729,0.1450
0.4783,0.2550
0.5124,0.3000
0.2970,0.2000
0.2193,0.1550
0.0697,0.1800
0.1870,0.1450
0.1435,0.2550
0.1586,0.4300
0.2674,0.2400
0.2622,0.1550
0.5332,0.2450
0.5313,0.2100
0.4863,0.2550
0.2759,0.2850
0.5325,0.2300
0.4994,0.2200
0.2603,0.1650
0.1049,0.2000
0.5119,0.3400
0.1245,0.1750
0.2910,0.1600
0.4259,0.1700
0.0901,0.1650
0.2556,0.3000
0.0648,0.1600
0.4325,0.3000
0.3831,0.2150
0.4213,0.3000
0.1541,0.1850
0.5288,0.2300
0.5317,0.2550
0.5008,0.2500
0.2035,0.1950
0.3529,0.3000
0.3398,0.2050
0.3724,0.1950
0.2528,0.1750
0.4846,0.4950
0.0843,0.1400
0.1363,0.2200
0.4209,0.2100
0.4034,0.5300
0.3524,0.1800
0.2206,0.1600
0.3588,0.2350
0.3306,0.1650
0.2015,0.2250
0.3922,0.2000
0.2223,0.2100
0.0975,0.1850
0.1424,0.1950
0.2200,0.2300
0.1259,0.2100
0.4084,0.2350
0.0910,0.1400
0.0546,0.1500
0.2828,0.2100
0.1636,0.1800
0.1755,0.1450
0.4097,0.2150
0.2779,0.2300
0.1070,0.1700
0.5430,0.3000
0.4832,0.2050
0.0807,0.2350
0.2283,0.2700
0.1079,0.2350
0.0907,0.1800
0.4350,0.1950
0.2292,0.2200
0.1174,0.2250
0.3230,0.2150
0.5180,0.2400
0.2062,0.1400
0.0649,0.1800
0.1748,0.2100
0.0821,0.2100
0.2268,0.2150
0.3308,0.2100
0.3115,0.2500
0.4562,0.3000
0.1003,0.2100
0.2372,0.1850
0.4703,0.3000
0.2650,0.1450
0.2679,0.1600
0.4028,0.3000
0.4458,0.2100
0.4476,0.3000
0.5122,0.3000
0.2674,0.2250
0.1106,0.1600
0.2186,0.4800
0.4464,0.3000
0.2790,0.1850
0.4126,0.3000
0.3607,0.3000
0.1593,0.2300
0.2284,0.1700
0.1723,0.1500
0.3606,0.1700
0.2836,0.1800
0.1539,0.2100
0.0795,0.1850
0.2114,0.1800
0.4126,0.2350
0.2793,0.4600
0.3279,0.2750
0.5424,0.3000
0.0582,0.2050
0.2253,0.1650
0.4423,0.3000
0.4925,0.2350
0.5312,0.2150
0.0706,0.1500
0.5152,0.2150
0.3465,0.1450
0.3414,0.2350
0.5097,0.5000
0.3215,0.2150
0.4997,0.1600
0.2834,0.4900
0.3957,0.1400
0.2738,0.3000
0.2450,0.2050
0.1273,0.1400
0.4849,0.3000
0.3692,0.3000
0.0536,0.2150
0.4852,0.1900
0.3665,0.1750
0.2345,0.2200
0.5162,0.3200
0.1025,0.1700
0.4577,0.2250
0.1308,0.1700
0.3750,0.1600
0.4691,0.3000
0.0926,0.1350
0.1302,0.1600
0.3479,0.2250
0.5084,0.2300
0.3559,0.2300
0.4164,0.1750
0.1443,0.1950
0.3837,0.2400
0.1356,0.1650
0.3647,0.1500
0.0536,0.1900
0.1998,0.1550
0.3004,0.1950
0.1687,0.2050
0.1004,0.2200
0.2263,0.4800
0.1803,0.2000
0.4450,0.2300
0.3041,0.4050
0.4625,0.1700
0.4643,0.3000
0.3627,0.1850
0.0916,0.1750
0.1251,0.2000
0.1277,0.1600
0.3879,0.2350
0.3807,0.2200
0.1929,0.2100
0.0502,0.2350
0.2453,0.3450
0.4474,0.3000
0.5071,0.2200
0.2304,0.4550
0.5394,0.2400
0.4550,0.4500
0.4399,0.3000
0.2033,0.4750
0.3954,0.5000
0.3368,0.1450
0.4042,0.2400
0.3670,0.2350
0.0988,0.1650
0.5241,0.4300
0.4555,0.1850
0.3171,0.2050
0.3436,0.1650
0.1704,0.1400
0.4060,0.3000
0.1345,0.1850
0.5272,0.2000
0.1029,0.1400
0.5474,0.3650
0.4066,0.2150
0.1586,0.2000
0.2278,0.1950
0.5039,0.2650
0.4495,0.2400
0.1399,0.1850
0.3328,0.1900
0.4653,0.4700
0.0928,0.1450
0.3472,0.1850
0.1353,0.3800
0.4505,0.2350
0.4948,0.3600
0.1170,0.1750
0.1594,0.1900
0.2084,0.2650
0.3040,0.4750
0.5110,0.3800
0.2938,0.3200
0.2130,0.2150
0.5473,0.3000
0.2176,0.5000
0.1005,0.1850
0.1386,0.2350
0.2960,0.2200
0.1519,0.4700
0.2939,0.3000
0.3621,0.2100
0.1836,0.1450
0.3303,0.4200
0.2926,0.1650
0.4475,0.3000
0.2225,0.2500
0.2494,0.1800
0.4021,0.5200
0.3036,0.2800
0.2280,0.1550
0.4726,0.2250
0.4081,0.1400
0.1161,0.2300
0.5122,0.5000
0.1962,0.1950
0.5200,0.2350
0.0732,0.1750
0.3046,0.1600
0.1286,0.1500
0.1297,0.2250
0.2652,0.2050
0.3817,0.4200
0.4888,0.2150
0.5179,0.2100
0.1699,0.1600
0.4987,0.2850
0.2852,0.2000
0.5201,0.3900
0.4952,0.2500
0.2094,0.1950
0.3470,0.3950
0.1385,0.1700
0.4015,0.3600
0.5135,0.2200
0.0913,0.1400
0.1431,0.2100
0.1162,0.1900
0.3530,0.3000
0.4748,0.1650
0.0516,0.1800
0.1554,0.1900
0.2098,0.2250
0.2546,0.2150
0.1498,0.3400
0.1238,0.1650
0.3756,0.2100
0.3717,0.2400
0.1027,0.2200
0.1121,0.2100
0.2382,0.4250
0.3943,0.4250
0.2986,0.2000
0.4519,0.4700
0.3377,0.2050
0.4944,0.2750
0.4475,0.2000
0.3492,0.1850
0.1371,0.3400
0.4116,0.2300
0.4211,0.3000
0.3095,0.1750
0.4869,0.5200
0.1000,0.1900
0.4358,0.1950
0.2901,0.2050
0.2314,0.1800
0.4152,0.3000
0.3753,0.1800
0.0627,0.2250
0.2706,0.1500
0.1698,0.1750
0.3485,0.1950
0.2509,0.1500
0.1827,0.1600
0.1608,0.2050
0.5429,0.3000
0.1578,0.1700
0.5300,0.3000
0.2250,0.1500
0.1039,0.1500
0.0663,0.2150
0.2323,0.5000
0.0645,0.1600
0.0551,0.1950
0.2721,0.1850
0.0986,0.1600
0.4149,0.2300
0.1877,0.1550
0.2419,0.3000
0.4878,0.5250
0.2233,0.1850
0.2504,0.2200
0.2202,0.2000
0.3433,0.2100
0.2461,0.1750
0.3722,0.2350
0.2145,0.1800
0.5322,0.3000
0.3160,0.1750
0.1164,0.2350
0.3079,0.2300
0.0895,0.2000
0.2652,0.2200
0.2867,0.1900
0.2754,0.1400
0.0766,0.2050
0.1578,0.2300
0.3339,0.1950
0.1548,0.2350
0.3372,0.2350
0.3872,0.2050
0.3649,0.1950
0.1391,0.1600
0.1539,0.2200
0.3931,0.1850
0.1157,0.1850
0.1222,0.1700
0.2421,0.2150
0.2917,0.4500
0.5315,0.4900
0.5300,0.2600
0.3196,0.2050
0.2078,0.1450
0.0714,0.2300
0.4903,0.1900
0.3916,0.3500
0.2587,0.2200
0.4595,0.2350
0.1857,0.1800
0.5231,0.3000
0.1680,0.1750
0.3610,0.2250
0.2720,0.2250
0.3946,0.2050
0.4055,0.5350
0.0943,0.1700
0.3897,0.1900
0.5335,0.2350
0.3191,0.2250
0.5053,0.4200
0.2181,0.2000
0.2169,0.1850
0.3121,0.4600
0.3532,0.4150
0.1329,0.1950
0.1730,0.2050
0.0888,0.2300
0.5493,0.2150
0.4142,0.2300
0.1929,0.1550
0.1296,0.2100
0.3429,0.1500
0.1000,0.2300
0.4565,0.3750
0.2811,0.2100
0.1290,0.2150
0.2630,0.2350
0.3508,0.2150
0.2105,0.2350
0.4767,0.2500
0.4761,0.5300
0.0875,0.1850
0.0936,0.2350
0.2885,0.2350
0.3654,0.4850
0.1535,0.2100
0.4973,0.1750
0.1828,0.1650
0.2325,0.2400
0.4125,0.3000
0.0619,0.1550
0.5062,0.4850
0.2133,0.1650
0.3785,0.1600
0.4887,0.3000
0.1530,0.2050
0.2497,0.2200
0.3532,0.1850
0.1902,0.1800
0.4672,0.1900
0.3239,0.1800
0.2322,0.1600
0.3300,0.1600
0.4720,0.3000
0.4710,0.2100
0.1704,0.2200
0.4466,0.5050
0.0771,0.2350
0.5132,0.3000
0.2936,0.1950
0.1966,0.2150
0.4972,0.2050
0.2017,0.2250
0.3518,0.3000
0.3397,0.1550
0.3364,0.2000
0.3271,0.1500
0.5435,0.2350
0.3207,0.2700
0.1418,0.2350
0.4068,0.2200
0.2884,0.1900
0.3988,0.3950
0.1935,0.4900
0.4850,0.3000
0.0997,0.2250
0.3587,0.4750
0.1057,0.2000
0.2005,0.1550
0.2666,0.2350
0.4347,0.2850
0.5250,0.3000
0.4389,0.3750
0.2711,0.1450
0.1586,0.2300
0.3487,0.1600
0.1854,0.1700
0.2672,0.4950
0.4401,0.2350
0.3065,0.2250
0.3992,0.1750
0.4278,0.1850
0.1506,0.2000
0.2112,0.1400
0.1105,0.2350
0.4391,0.3000
0.3141,0.1900
0.2734,0.1900
0.1753,0.1850
0.1998,0.2300
0.3540,0.1500
0.4936,0.2550
0.1895,0.2050
0.4657,0.1900
0.4900,0.4550
0.2436,0.2000
0.3024,0.5000
0.4063,0.5350
0.2710,0.1950
0.3158,0.1550
0.3341,0.2050
0.5257,0.1900
0.1935,0.1700
0.5174,0.2050
0.1373,0.3100
0.1963,0.1400
0.1416,0.1950
0.3882,0.3000
0.5230,0.3000
0.2644,0.2100
0.3863,0.1850
0.1425,0.4750
0.2319,0.1850
0.0895,0.1800
0.2914,0.1600
0.1138,0.2200
0.2302,0.1650
0.3754,0.2200
0.2959,0.1750
0.5255,0.5000
0.3458,0.2100
0.4300,0.2250
0.2354,0.2350
0.1017,0.2600
0.4810,0.1800
0.1445,0.1400
0.3238,0.2050
0.2079,0.2150
0.4148,0.2250
0.5197,0.1650
0.2116,0.2050
0.3862,0.1700
0.0992,0.2050
0.3231,0.1800
0.2892,0.2250
0.2969,0.5350
0.5161,0.4500
0.4425,0.2050
0.4938,0.2600
0.5265,0.3000
0.4644,0.2450
0.5467,0.2400
0.3196,0.1900
0.0906,0.2200
0.2829,0.2000
0.4256,0.3000
0.3663,0.3300
0.4003,0.1900
0.4733,0.2400
0.1440,0.1400
0.3504,0.2450
0.2861,0.2000
0.5209,0.3000
0.4682,0.4600
0.1095,0.2100
0.1889,0.2100
0.5480,0.3000
0.3389,0.2300
0.1659,0.1850
0.3997,0.2000
0.3765,0.5400
0.2163,0.1700
0.2267,0.3400
0.5263,0.2000
0.3182,0.1750
0.2546,0.3000
0.1889,0.2200
0.4041,0.2300
0.2003,0.2300
0.3342,0.4350
0.4418,0.2950
0.3826,0.2450
0.3092,0.2250
0.1204,0.1850
0.3713,0.1450
0.5119,0.4200
0.3218,0.2050
0.3664,0.1500
0.2242,0.1850
0.2294,0.2050
0.0553,0.1550
0.1568,0.2100
0.4944,0.3200
0.1526,0.1900
0.4869,0.3000
0.4453,0.1650
0.3593,0.3350
0.4577,0.4600
0.3223,0.3000
0.1684,0.1950
0.4004,0.1900
0.3265,0.3000
0.2976,0.1750
0.1441,0.1500
0.2524,0.3250
0.2201,0.2250
0.3753,0.2300
0.1643,0.1800
0.2485,0.2250
0.1051,0.1850
0.3376,0.1850
0.2220,0.1750
0.3758,0.4100
0.5323,0.3000
0.2397,0.4800
0.1496,0.1600
0.3401,0.3000
